"return_id","return_type","market","partner","logistics_provider","owner","status","created_date","due_date","last_update_date","closed_date","item_description","quantity","value_eur","currency","delay_reason","notes","source_label"
"DXR-2887","Service part","Sweden","Nordic Care SE","BritShip Medical","Erik Lind","Customs hold","2026-06-28","2026-07-16","2026-06-25","","Detector calibration kit","5","30066","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2888","Service part","Belgium","BeLux Diagnostics","NordicRoute AB","Marie Dubois","In transit","2026-06-17","2026-06-30","2026-06-22","","CT collimator module","6","31697","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2889","Finished device","Austria","Alpen Klinik AT","EastMed Transport","Thomas Gruber","Pickup pending","2026-06-06","","2026-07-07","","Anesthesia workstation","1","28928","EUR","Missing due date","Synthetic record: missing due date noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2890","Service part","Poland","Warsaw Health PL","Atlantic MedFreight","Piotr Nowak","Closed","2026-05-26","2026-05-29","2026-07-04","2026-05-29","Power distribution board","2","27759","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2891","Service part","Denmark","Copenhagen Imaging","Alpine Freight AG","Freja Hansen","Received","2026-05-15","2026-05-13","2026-07-01","","X-ray detector module","3","29390","EUR","Border processing","Synthetic record: border processing noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2892","Finished device","Ireland","Dublin Care IE","TransLine Europe","Niamh Byrne","Return authorized","2026-05-04","2026-05-31","2026-06-28","","Defibrillator system","4","33821","EUR","Missing local approval","Synthetic record: missing local approval noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2893","Service part","Switzerland","Swiss Imaging AG","NorthSea Freight","Lena Meier","Awaiting market action","2026-04-23","2026-05-15","2026-06-25","","MRI cooling pump","5","32652","EUR","Missing due date","Synthetic record: missing due date noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2894","Service part","Portugal","Lisbon Diagnostics","EuroRoute Logistics","Ines Silva","Inspection pending","2026-04-12","2026-04-29","2026-06-22","","CT gantry sensor","6","34283","EUR","Normal processing","Synthetic record: normal processing noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2895","Finished device","Norway","Oslo Care NO","MedMove Logistics","Kari Olsen","Customs hold","2026-06-24","2026-07-06","2026-07-07","","Mobile C-arm","1","31514","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2896","Service part","Finland","Helsinki Imaging","BritShip Medical","Aino Virtanen","In transit","2026-06-13","2026-06-20","2026-07-04","","Gradient amplifier card","2","30345","EUR","Normal transit","Synthetic record: normal transit noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2897","Service part","Germany","MedServ DE","NordicRoute AB","Anna Keller","Pickup pending","2026-06-02","2026-06-04","2026-07-01","","Detector calibration kit","3","31976","EUR","Missing export document","Synthetic record: missing export document noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2898","Finished device","Netherlands","Hospital Partner NL","EastMed Transport","Joost Vermeer","Closed","2026-05-22","2026-05-19","2026-06-28","2026-05-19","Telemetry station","4","36407","EUR","Inspection queue","Synthetic record: inspection queue noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2899","Service part","France","BioClinique FR","Atlantic MedFreight","Claire Martin","Received","2026-05-11","2026-06-06","2026-06-25","","MRI RF coil","5","35238","EUR","Inspection backlog","Synthetic record: inspection backlog noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2900","Service part","Spain","Iberia Health","Alpine Freight AG","Marta Ruiz","Return authorized","2026-04-30","2026-05-21","2026-06-22","","Power distribution board","6","36869","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2901","Finished device","Italy","Clinica Nord IT","TransLine Europe","Luca Romano","Awaiting market action","2026-04-19","2026-05-05","2026-07-07","","Patient monitor unit","1","34100","EUR","Pickup missed","Synthetic record: pickup missed noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2902","Service part","United Kingdom","NHS Trust Demo","NorthSea Freight","Sarah Collins","Inspection pending","2026-04-08","2026-04-19","2026-07-04","","Ultrasound probe assembly","2","32931","EUR","Customer site access","Synthetic record: customer site access noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2903","Service part","Sweden","Nordic Care SE","EuroRoute Logistics","Erik Lind","Customs hold","2026-06-20","2026-06-26","2026-07-01","","MRI cooling pump","3","34562","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2904","Finished device","Belgium","BeLux Diagnostics","MedMove Logistics","Marie Dubois","In transit","2026-06-09","2026-06-10","2026-06-28","","Respiratory monitor","4","38993","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2905","Service part","Austria","Alpen Klinik AT","BritShip Medical","Thomas Gruber","Pickup pending","2026-05-29","2026-05-25","2026-06-25","","Image reconstruction board","5","37824","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2906","Service part","Poland","Warsaw Health PL","NordicRoute AB","Piotr Nowak","Closed","2026-05-18","2026-06-12","2026-06-22","2026-06-12","Gradient amplifier card","6","39455","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2907","Finished device","Denmark","Copenhagen Imaging","EastMed Transport","Freja Hansen","Received","2026-05-07","2026-05-27","2026-07-07","","Patient telemetry receiver","1","36686","EUR","Disposition pending","Synthetic record: disposition pending noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2908","Service part","Ireland","Dublin Care IE","Atlantic MedFreight","Niamh Byrne","Return authorized","2026-04-26","2026-05-11","2026-07-04","","CT collimator module","2","35517","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2909","Service part","Switzerland","Swiss Imaging AG","Alpine Freight AG","Lena Meier","Awaiting market action","2026-04-15","2026-04-25","2026-07-01","","MRI RF coil","3","37148","EUR","Border processing","Synthetic record: border processing noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2910","Finished device","Portugal","Lisbon Diagnostics","TransLine Europe","Ines Silva","Inspection pending","2026-06-27","2026-07-02","2026-06-28","","Vital signs monitor","4","41579","EUR","Missing local approval","Synthetic record: missing local approval noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2911","Service part","Norway","Oslo Care NO","NorthSea Freight","Kari Olsen","Customs hold","2026-06-16","2026-06-16","2026-06-25","","X-ray detector module","5","40410","EUR","Missing due date","Synthetic record: missing due date noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2912","Service part","Finland","Helsinki Imaging","EuroRoute Logistics","Aino Virtanen","In transit","2026-06-05","2026-05-31","2026-06-22","","Ultrasound probe assembly","6","42041","EUR","Normal processing","Synthetic record: normal processing noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2913","Finished device","Germany","MedServ DE","MedMove Logistics","Anna Keller","Pickup pending","2026-05-25","2026-06-18","2026-07-07","","Portable ultrasound unit","1","39272","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2914","Service part","Netherlands","Hospital Partner NL","BritShip Medical","Joost Vermeer","Closed","2026-05-14","2026-06-02","2026-07-04","2026-06-02","CT gantry sensor","2","38103","EUR","Normal transit","Synthetic record: normal transit noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2915","Service part","France","BioClinique FR","NordicRoute AB","Claire Martin","Received","2026-05-03","2026-05-17","2026-07-01","","Image reconstruction board","3","39734","EUR","Missing export document","Synthetic record: missing export document noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2916","Finished device","Spain","Iberia Health","EastMed Transport","Marta Ruiz","Return authorized","2026-04-22","2026-05-01","2026-06-28","","Emergency care display","4","44165","EUR","Inspection queue","Synthetic record: inspection queue noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2917","Service part","Italy","Clinica Nord IT","Atlantic MedFreight","Luca Romano","Awaiting market action","2026-04-11","2026-04-15","2026-06-25","","Detector calibration kit","5","42996","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2918","Service part","United Kingdom","NHS Trust Demo","Alpine Freight AG","Sarah Collins","Inspection pending","2026-06-23","2026-06-22","2026-06-22","","CT collimator module","6","44627","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2919","Finished device","Sweden","Nordic Care SE","TransLine Europe","Erik Lind","Customs hold","2026-06-12","2026-07-10","2026-07-07","","Anesthesia workstation","1","41858","EUR","Pickup missed","Synthetic record: pickup missed noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
